iter	Logloss
280	0.005111059473
281	0.005109086947
282	0.005109098999
283	0.005107326156
284	0.005107297861
285	0.0050619161
286	0.005061876801
287	0.005060049945
288	0.005058222405
289	0.005055952087
290	0.005055763448
291	0.005054317699
292	0.00500769619
293	0.005006437913
294	0.005005007199
295	0.005002795408
296	0.005001030426
297	0.004987637285
298	0.004943643918
299	0.00494366121
300	0.004900411996
301	0.004898955368
302	0.004897243107
303	0.004851073325
304	0.004849230589
305	0.004847128111
306	0.004793973582
307	0.004793953831
308	0.004792175386
309	0.004790935246
310	0.004789513642
311	0.004789514166
312	0.004742413865
313	0.004742333854
314	0.004742011435
315	0.004742021391
316	0.004689118661
317	0.004672884696
318	0.00467090818
319	0.004670920232
320	0.004669504916
321	0.004668379049
322	0.004668349705
323	0.004668318266
324	0.004667004539
325	0.004666885068
326	0.004665548876
327	0.004664451532
328	0.004664377809
329	0.004622687991
330	0.004622607819
331	0.004622699519
332	0.004608372521
333	0.004608368853
334	0.004607342546
335	0.004606226069
336	0.004604917809
337	0.004604885322
338	0.004566046508
339	0.00456479468
340	0.004564751551
341	0.004563487992
342	0.00456347594
343	0.004562262727
344	0.004543615634
345	0.004509491652
346	0.004508582595
347	0.004508675866
348	0.004508659098
349	0.004507829772
350	0.004507567613
351	0.004506158061
352	0.004504889465
353	0.004503532313
354	0.004502226513
355	0.004502235945
356	0.004501928358
357	0.004501944078
358	0.004500700997
359	0.004464157532
360	0.004440167866
361	0.00444017363
362	0.004438790438
363	0.004438652103
364	0.004437642885
365	0.004436306491
366	0.004436315923
367	0.004436270859
368	0.004435005931
369	0.004433795415
370	0.004433774455
371	0.004388553472
372	0.004388548494
373	0.004387344873
374	0.004385931028
375	0.004385868833
376	0.00438471588
377	0.004383531283
378	0.004383475216
379	0.004383455828
380	0.004382583897
381	0.00435372803
382	0.004312968816
383	0.004311526937
384	0.004310438072
385	0.004309243621
386	0.004309308335
387	0.00427029263
388	0.004268789283
389	0.00426869847
390	0.004233538987
391	0.004203160551
392	0.004174048758
393	0.004172961458
394	0.004172988021
395	0.00417201512
396	0.004158586092
397	0.004158415793
398	0.004157711017
399	0.004157700538
400	0.004157722807
401	0.004157613352
402	0.00415658521
403	0.004156551936
404	0.004155538324
405	0.004154712505
406	0.004153956377
407	0.004153925462
408	0.004152963927
409	0.004152461938
410	0.004152455388
411	0.004152052173
412	0.00415110007
413	0.004150273989
414	0.004150293377
415	0.00414930659
416	0.004149292805
417	0.004148644055
418	0.004148617855
419	0.004148287154
420	0.004130286267
421	0.004130355435
422	0.004130324519
423	0.004130071428
424	0.00412909103
425	0.004128119379
426	0.00409670655
427	0.004065919138
428	0.004065826813
429	0.004065126634
430	0.004065116416
431	0.004054072455
432	0.004027840549
433	0.004027844056
434	0.004026860413
435	0.004026054607
436	0.004001911887
437	0.004001867871
438	0.00400127261
439	0.003989904623
440	0.003989844888
441	0.003989854843
442	0.003989857725
443	0.003989837195
444	0.003989812043
445	0.003989814925
446	0.003989843745
447	0.003989816235
448	0.003989759643
449	0.003989776673
450	0.003988960286
451	0.003988940374
452	0.003988846478
453	0.003988821326
454	0.003988257767
455	0.003988240314
456	0.003987484711
457	0.003986681061
458	0.003986658791
459	0.003986643595
460	0.003957979834
461	0.003957976428
462	0.003957954944
463	0.003957193053
464	0.003957204581
465	0.003957185455
466	0.003956429226
467	0.003956363042
468	0.003956377452
469	0.003955523236
470	0.003955515638
471	0.003945365192
472	0.003945385366
473	0.003944781883
474	0.003944766687
475	0.003944755683
476	0.003944747299
477	0.003944692642
478	0.003910709791
479	0.003886788325
480	0.003886300746
481	0.003885509671
482	0.003885506789
483	0.003885506789
484	0.003885503121
485	0.003885514751
486	0.003865830669
487	0.003865819141
488	0.003865845865
489	0.003865834861
490	0.003865831092
491	0.003865807774
492	0.003836352721
493	0.003836374729
494	0.003836359533
495	0.003836356026
496	0.003836198303
497	0.003836169483
498	0.003836145903
499	0.003836132279
