x,y
0.11213490362115061,0.03735011387929862
0.08635281955043672,0.013855881427268922
0.0870887963866533,0.006712065357429738
0.2464194392964888,-0.1162027437519437
0.15264901028337005,0.04162572888503729
0.13983540682024032,0.07507027933339525
0.03592625269789087,-0.03643846646361419
0.2516126365396486,-0.03516373301486769
0.17949763155988321,-0.04685571433664069
0.2042198855785354,0.04186747806606589
0.2522648646062399,-0.04578574729165563
0.3405492675259717,0.011386916467230229
0.24590139268458797,-0.05215012034431823
0.16318135593168306,0.03828641355953261
0.12874450846391472,-0.007489563524354521
0.215135760123684,0.029796658155091367
0.2699913289806326,-0.022653654112310295
0.24664666958933174,-0.0033669144274878077
0.22180644567736926,-0.002982774105171941
0.2902487241948937,-0.0068730708455404035
0.22950837667592894,-0.025283089697356247
0.27298911042360663,-0.03376497696425289
0.12388225173494358,0.048234306821311725
0.26535051732219145,0.04758055392696684
0.24098315712241386,0.017777049758273614
0.17169241071454625,0.06272383254701497
0.14155430120653642,0.10790995555466759
0.12212113918921567,0.0031472413475945524
0.22937564325220355,0.054005677237734945
0.11009112696647019,0.04010550843219668
0.24796739145309668,0.01714932673496234
0.22652682603548352,-0.0136194929449543
0.2910045283089476,0.1813389479414943
0.17547977364411796,0.05147194571892898
0.2633631286638259,0.05065323630391766
0.2786231244756199,0.07045669793272644
0.3199701643720835,0.17956352997226374
0.253382745497289,0.047957018882441256
0.15583193813542193,0.05574245778920347
0.3026067278269799,0.06598059763790692
0.4006698010401959,0.15383310091529115
0.316128212771307,0.0863518335713121
0.2171070880728539,-0.030247407217960563
0.31019018864081205,0.001515401678003389
0.31681071155686197,0.14580128800544664
0.3946709412982177,0.09734594234070132
0.24900491014810236,0.0772231526266154
0.34267237967756936,0.07183133820277018
0.31282349724912356,0.17101101593706367
0.2965796693128484,0.10903409287960392
0.3002461228958839,0.13307810738579556
0.2621595201217425,0.11426282462486598
0.39938883997307206,0.13325598187656718
0.2776468049330657,0.07071090029452712
0.22662155001586487,0.0978379267036213
0.3100847191520798,0.14180885903872412
0.2507357299224245,0.12877363699139532
0.2739552085777894,0.1749355012681257
0.3201047233991819,0.05269181180914942
0.3042425000647845,0.11661021492354753
0.25312005218276296,0.07964943711733163
0.3201381598311804,0.11149106898911922
0.26701729693398824,0.08545456487486291
0.1754981550785665,0.0860608325200689
0.16431536412129605,0.14340786210175704
0.28573033421312616,0.0874891244550084
0.2600461413835855,0.2267880763214217
0.2726609890236986,0.17855707796420708
0.24403466113945765,0.036947487717381086
0.28047129698898526,0.1335542758000089
0.23231503516534455,0.04547532605783394
0.3501933263565596,0.16633236059152848
0.25117158053141037,0.03556512133938028
0.3279427754002054,0.19400996469024528
0.28387722513445185,0.22444848866662465
0.3242798118721833,0.1136191108451318
0.4419328599117827,0.1853469975134061
0.2878996441796016,0.05401481950968397
0.13849083095251002,0.08586236167535084
0.256205308751281,0.08423706563515929
0.34604882793874236,0.08920880180117878
0.23979611996341632,0.18536672235305474
0.30213017935540015,0.2001538230401746
0.27540395932325784,0.26198166479363727
0.36118126129024086,0.15658676472670846
0.21542887015102907,0.10579613673732421
0.15268728777438842,0.1209540484635329
0.21208177248049953,0.2241562823229712
0.18603965961505578,0.13441086492291693
0.28507238211357716,0.19013720235959947
0.34421153682620004,0.15844435166606036
0.2445243926361636,0.039666417962667025
0.25910501131379665,0.15452888948909294
0.3499879039474369,0.19162603156959115
0.44536677474020014,0.24712018922341183
0.26100327849733085,0.1938061586142745
0.29118449923061285,0.19740625353752866
0.24021085800701714,0.12972795978987917
0.3118254453005229,0.25531483717824505
0.36731228731854804,0.22303554670746498
0.28868792372007945,0.19520373206576364
0.09956926332599796,0.07694320910852559
0.2889392534347659,0.20970992504996694
